Verkäufe,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
2631,niedrig,0.039385518,Snacks,164.8526,Supermarkt_Gr.3
2573,normal,0.010914988,Snacks,183.8608,Supermarkt_Gr.1
625,niedrig,0.034203092,Backwaren,43.3086,Supermarkt_Gr.3
3916,normal,0.085268317,Snacks,229.7668,Supermarkt_Gr.1
4916,normal,0.084354713,Dosenware,215.5218,Supermarkt_Gr.3
587,niedrig,0.028571132,Früchte&Gemüse,40.8454,Supermarkt_Gr.1
1818,niedrig,0.037383778,Getränke,179.7634,Supermarkt_Gr.2
7018,niedrig,0.042354152,Früchte&Gemüse,227.272,Supermarkt_Gr.3
154,niedrig,0.043410693,Cerealien,39.4164,Supermarkt_Gr.2
5097,normal,0.056872392,Snacks,231.1984,Supermarkt_Gr.1
786,normal,0.051573903,Backwaren,79.8644,Supermarkt_Gr.1
5976,niedrig,0.016113019,Milchprodukt,248.8092,Supermarkt_Gr.1
4847,niedrig,0.052295514,Fleisch,242.9512,Supermarkt_Gr.1
1636,niedrig,0.097127867,Früchte&Gemüse,234.4958,Supermarkt_Gr.2
4278,normal,0.077284566,Gefrorenes,172.4106,Supermarkt_Gr.1
1971,niedrig,0.046653872,Gesundheitsartikel,98.6384,Supermarkt_Gr.1
1534,niedrig,0.02775746,Gesundheitsartikel,62.5168,Supermarkt_Gr.1
561,niedrig,0,Früchte&Gemüse,186.7898,Lebensmittelladen
833,niedrig,0,Haushaltsartikel,94.1462,Supermarkt_Gr.1
3230,niedrig,0.003574698,Alkohol,154.6998,Supermarkt_Gr.3
2773,normal,0.11733375,Backwaren,164.121,Supermarkt_Gr.1
1177,normal,0.081684728,Früchte&Gemüse,92.3488,Supermarkt_Gr.1
83,niedrig,0.079261744,Snacks,81.825,Lebensmittelladen
2045,niedrig,0.030410273,Milchprodukt,256.0672,Supermarkt_Gr.1
2915,niedrig,0.069938838,Gesundheitsartikel,264.8884,Supermarkt_Gr.1
952,niedrig,0.037885683,Getränke,190.4188,Supermarkt_Gr.1
80,normal,0.235183205,Dosenware,41.548,Lebensmittelladen
2093,niedrig,0.123151947,Alkohol,175.2396,Supermarkt_Gr.2
7322,normal,0.074565098,Früchte&Gemüse,186.8556,Supermarkt_Gr.1
388,normal,0.169137707,Brote,35.2874,Supermarkt_Gr.1
7718,normal,0,Fleisch,182.0608,Supermarkt_Gr.3
1099,niedrig,0.009429612,Backwaren,71.338,Supermarkt_Gr.1
803,niedrig,0.071076672,Gesundheitsartikel,44.9086,Supermarkt_Gr.1
539,niedrig,0.070234306,Alkohol,34.9532,Supermarkt_Gr.1
433,niedrig,0.043663452,Snacks,217.185,Lebensmittelladen
395,normal,0.059110912,Fleisch,199.3426,Lebensmittelladen
380,niedrig,0,Getränke,190.453,Lebensmittelladen
304,niedrig,0.042324556,Gesundheitsartikel,150.9024,Lebensmittelladen
873,niedrig,0.012657494,Gesundheitsartikel,36.3506,Supermarkt_Gr.1
1053,niedrig,0.048857925,Brote,61.0194,Supermarkt_Gr.1
2682,niedrig,0.090185027,Dosenware,140.2496,Supermarkt_Gr.1
3436,niedrig,0.015186146,Haushaltsartikel,144.947,Supermarkt_Gr.1
4292,normal,0,Milchprodukt,194.2794,Supermarkt_Gr.1
642,niedrig,0.155541973,Fleisch,159.7578,Supermarkt_Gr.3
4364,niedrig,0.052502049,Haushaltsartikel,190.853,Supermarkt_Gr.1
2163,niedrig,0.172596885,Früchte&Gemüse,114.8518,Supermarkt_Gr.1
5938,niedrig,0.118868155,Snacks,229.4694,Supermarkt_Gr.1
1389,niedrig,0.037639672,Gesundheitsartikel,98.4042,Supermarkt_Gr.1
495,normal,0.021031586,Dosenware,164.7184,Lebensmittelladen
168,niedrig,0.069968018,Andere,83.9908,Lebensmittelladen
4292,niedrig,0.087963415,Brote,193.3794,Supermarkt_Gr.1
1868,normal,0.043885147,Brote,108.757,Supermarkt_Gr.1
4567,niedrig,0.064163983,Alkohol,229.9694,Supermarkt_Gr.1
50,niedrig,0,Milchprodukt,51.235,Lebensmittelladen
5405,normal,0,Backwaren,165.5868,Supermarkt_Gr.3
1732,normal,0.02592132,Fleisch,101.9674,Supermarkt_Gr.1
1846,niedrig,0.023734872,Backwaren,103.2332,Supermarkt_Gr.1
1960,normal,0.053921263999999997,Backwaren,123.0072,Supermarkt_Gr.1
2290,niedrig,0.120770963,Andere,143.447,Supermarkt_Gr.2
4339,niedrig,0.118791698,Snacks,229.9694,Supermarkt_Gr.1
6067,niedrig,0.034717799,Dosenware,179.4344,Supermarkt_Gr.3
1965,niedrig,0.041823046,Gefrorenes,108.0912,Supermarkt_Gr.1
99,niedrig,0.164724567,Fleisch,98.4042,Lebensmittelladen
6432,niedrig,0.174336148,Gesundheitsartikel,184.0608,Supermarkt_Gr.3
3736,normal,0.006295472,Backwaren,122.4098,Supermarkt_Gr.3
2261,normal,0.093463546,Gefrorenes,189.1214,Supermarkt_Gr.3
422,niedrig,0.067520165,Früchte&Gemüse,211.3586,Lebensmittelladen
334,niedrig,0.161182103,Getränke,165.3158,Lebensmittelladen
937,niedrig,0.053296868,Gefrorenes,59.6904,Supermarkt_Gr.1
1087,normal,0.161474419,Früchte&Gemüse,62.9168,Supermarkt_Gr.1
198,niedrig,0.041740624,Milchprodukt,98.3042,Lebensmittelladen
292,niedrig,0.306542848,Getränke,147.3102,Lebensmittelladen
2264,niedrig,0.079293753,Getränke,111.286,Supermarkt_Gr.2
923,niedrig,0.044472637,Gefrorenes,43.3454,Supermarkt_Gr.1
2013,niedrig,0.073816097,Backwaren,253.4724,Supermarkt_Gr.1
2642,normal,0.012080016,Dosenware,164.4184,Supermarkt_Gr.1
2257,niedrig,0.02859825,Haushaltsartikel,150.4708,Supermarkt_Gr.1
7434,normal,0.076944658,Früchte&Gemüse,257.133,Supermarkt_Gr.3
455,normal,0.055084019,Snacks,114.7518,Lebensmittelladen
1291,normal,0.162093059,Dosenware,182.5266,Supermarkt_Gr.2
37,niedrig,0.024546148,Gefrorenes,34.619,Lebensmittelladen
1726,niedrig,0.118783796,Backwaren,108.5596,Supermarkt_Gr.3
1619,normal,0.052836076,Dosenware,86.6224,Supermarkt_Gr.1
904,niedrig,0.037889224,Fleisch,64.7826,Supermarkt_Gr.1
1995,niedrig,0.022587621,Fleisch,143.7812,Supermarkt_Gr.1
2626,niedrig,0.036213953,Snacks,92.5488,Supermarkt_Gr.3
975,niedrig,0.029779207,Früchte&Gemüse,39.3138,Supermarkt_Gr.1
1854,niedrig,0.020693619,Getränke,153.1656,Supermarkt_Gr.1
6184,niedrig,0.042037073,Milchprodukt,172.6764,Supermarkt_Gr.3
3137,normal,0.062516602,Backwaren,163.9184,Supermarkt_Gr.1
292,normal,0.012620221,Milchprodukt,144.8102,Lebensmittelladen
739,normal,0.008615,Fleisch,72.4038,Supermarkt_Gr.1
1772,normal,0.137618927,Gefrorenes,161.5236,Supermarkt_Gr.1
606,normal,0.047588696,Milchprodukt,122.4756,Supermarkt_Gr.1
144,niedrig,0.050790917,Haushaltsartikel,142.7786,Lebensmittelladen
1121,normal,0.037864721,Gefrorenes,124.1046,Supermarkt_Gr.1
2164,niedrig,0.070551723,Milchprodukt,217.685,Supermarkt_Gr.1
772,niedrig,0.021326471,Haushaltsartikel,76.1328,Supermarkt_Gr.1
2168,niedrig,0.018955479,Gesundheitsartikel,100.1384,Supermarkt_Gr.1
495,normal,0.105666833,Früchte&Gemüse,41.6796,Supermarkt_Gr.1
42,niedrig,0.040725405,Haushaltsartikel,43.4454,Lebensmittelladen
835,niedrig,0.072252888,Alkohol,39.6506,Supermarkt_Gr.1
2637,normal,0.061008889,Frühstücksartikel,177.5712,Supermarkt_Gr.1
2849,niedrig,0.011007815,Haushaltsartikel,259.5962,Supermarkt_Gr.1
575,normal,0,Fleisch,37.9532,Supermarkt_Gr.1
1366,niedrig,0.070247589,Alkohol,37.5532,Supermarkt_Gr.1
413,normal,0.030294931,Gefrorenes,104.099,Supermarkt_Gr.1
123,niedrig,0.210511558,Gesundheitsartikel,121.373,Lebensmittelladen
698,niedrig,0.0650227,Dosenware,87.0198,Supermarkt_Gr.1
124,normal,0.173587926,Milchprodukt,60.0194,Lebensmittelladen
1977,normal,0.183579854,Milchprodukt,110.857,Supermarkt_Gr.1
2493,normal,0.113678422,Früchte&Gemüse,189.7504,Supermarkt_Gr.2
721,niedrig,0.078174543,Dosenware,39.9506,Supermarkt_Gr.3
397,niedrig,0.027292686,Früchte&Gemüse,101.2042,Supermarkt_Gr.1
791,normal,0.026602089,Fleisch,35.1532,Supermarkt_Gr.1
2742,niedrig,0.116226984,Früchte&Gemüse,95.9436,Supermarkt_Gr.1
1071,niedrig,0.131221393,Milchprodukt,87.8172,Supermarkt_Gr.1
835,niedrig,0.035409328,Früchte&Gemüse,36.2506,Supermarkt_Gr.1
3611,niedrig,0,Haushaltsartikel,210.4902,Supermarkt_Gr.1
5944,niedrig,0.083327693,Gefrorenes,247.2776,Supermarkt_Gr.1
1063,normal,0.08125293,Snacks,49.8008,Supermarkt_Gr.1
1362,normal,0,Früchte&Gemüse,63.7194,Supermarkt_Gr.2
1718,niedrig,0.103422709,Snacks,144.847,Supermarkt_Gr.1
2083,niedrig,0.125688044,Gefrorenes,100.9042,Supermarkt_Gr.2
289,normal,0.187443314,Früchte&Gemüse,145.8786,Lebensmittelladen
2052,niedrig,0.04295842,Früchte&Gemüse,89.3172,Supermarkt_Gr.1
826,niedrig,0.034938717,Haushaltsartikel,49.0034,Supermarkt_Gr.3
4027,niedrig,0.045603215,Gesundheitsartikel,149.2392,Supermarkt_Gr.2
788,normal,0.085834992,Gefrorenes,49.6692,Supermarkt_Gr.1
1694,niedrig,0.048050783,Haushaltsartikel,105.6622,Supermarkt_Gr.1
5411,niedrig,0.065589906,Gefrorenes,258.2646,Supermarkt_Gr.1
4377,niedrig,0.173529036,Früchte&Gemüse,113.2834,Supermarkt_Gr.3
939,normal,0.029492018,Brote,188.0556,Supermarkt_Gr.2
1119,niedrig,0.121225455,Früchte&Gemüse,45.906,Supermarkt_Gr.1
2256,niedrig,0.114475357,Getränke,160.9236,Supermarkt_Gr.3
2253,normal,0,Milchprodukt,123.9704,Supermarkt_Gr.1
4820,niedrig,0.060927824,Haushaltsartikel,254.8698,Supermarkt_Gr.1
2121,niedrig,0.019459164,Andere,161.621,Supermarkt_Gr.1
1278,normal,0.050070476,Dosenware,77.896,Supermarkt_Gr.1
1079,niedrig,0.06227604,Cerealien,37.9532,Supermarkt_Gr.1
474,niedrig,0.046217345,Snacks,120.3124,Supermarkt_Gr.1
1724,niedrig,0.177270016,Haushaltsartikel,174.0422,Supermarkt_Gr.1
338,normal,0.080127283,Snacks,168.7132,Lebensmittelladen
2109,normal,0.076059648,Backwaren,265.1568,Supermarkt_Gr.2
3186,niedrig,0.026788937,Snacks,110.357,Supermarkt_Gr.1
2045,niedrig,0.089197963,Snacks,257.3672,Supermarkt_Gr.1
2876,niedrig,0.151279591,Dosenware,107.028,Supermarkt_Gr.1
1438,niedrig,0.112203445,Dosenware,121.144,Supermarkt_Gr.1
419,niedrig,0.039961837,Andere,84.0908,Supermarkt_Gr.1
575,normal,0.048207017,Milchprodukt,45.9376,Supermarkt_Gr.1
787,normal,0.064871045,Früchte&Gemüse,262.1252,Lebensmittelladen
1073,normal,0.042685217,Milchprodukt,120.7782,Supermarkt_Gr.1
5343,normal,0.105181277,Gefrorenes,214.4218,Supermarkt_Gr.1
943,niedrig,0.103751236,Snacks,235.8932,Supermarkt_Gr.1
1249,niedrig,0.035028853,Dosenware,179.8344,Supermarkt_Gr.2
2069,niedrig,0.046262201,Backwaren,97.8384,Supermarkt_Gr.1
4687,niedrig,0.060688248,Backwaren,234.2616,Supermarkt_Gr.1
281,normal,0.078347922,Dosenware,141.8838,Lebensmittelladen
7944,niedrig,0.088828418,Frühstücksartikel,192.2478,Supermarkt_Gr.3
850,niedrig,0.081944045,Backwaren,36.7164,Supermarkt_Gr.1
2251,niedrig,0.123726711,Fleisch,107.7938,Supermarkt_Gr.1
3120,normal,0.013485235,Snacks,140.0154,Supermarkt_Gr.1
1036,niedrig,0.077659918,Snacks,260.2962,Supermarkt_Gr.1
1822,niedrig,0,Backwaren,149.8024,Supermarkt_Gr.2
778,niedrig,0.100074524,Gefrorenes,110.2886,Supermarkt_Gr.1
3454,niedrig,0.037289996,Getränke,182.7634,Supermarkt_Gr.1
240,normal,0.050028809,Dosenware,80.096,Supermarkt_Gr.1
1188,niedrig,0.077234113,Gesundheitsartikel,56.893,Supermarkt_Gr.1
971,niedrig,0.016197216,Gesundheitsartikel,108.8596,Supermarkt_Gr.1
4674,niedrig,0.051571772,Snacks,258.462,Supermarkt_Gr.1
923,normal,0.055672032,Backwaren,50.5666,Supermarkt_Gr.1
618,normal,0.066336811,Backwaren,154.1656,Lebensmittelladen
709,niedrig,0.032672263,Gesundheitsartikel,141.2154,Supermarkt_Gr.1
2144,normal,0.047491371,Milchprodukt,213.9876,Supermarkt_Gr.1
577,normal,0.077154417,Snacks,35.7558,Supermarkt_Gr.1
329,normal,0.087692636,Früchte&Gemüse,162.5526,Lebensmittelladen
4832,normal,0.074221559,Milchprodukt,255.9356,Supermarkt_Gr.2
2220,niedrig,0.092834313,Milchprodukt,77.667,Supermarkt_Gr.1
256,niedrig,0.020571083,Haushaltsartikel,41.6112,Supermarkt_Gr.2
1151,niedrig,0.005978595,Haushaltsartikel,163.6526,Supermarkt_Gr.1
1241,normal,0.033489979,Fleisch,156.6314,Supermarkt_Gr.1
317,niedrig,0.166609517,Backwaren,157.6604,Lebensmittelladen
2985,niedrig,0.021552357,Backwaren,157.0288,Supermarkt_Gr.1
3301,niedrig,0.130321652,Milchprodukt,88.7172,Supermarkt_Gr.3
1798,normal,0.068059156,Milchprodukt,120.344,Supermarkt_Gr.1
2677,niedrig,0.027573983,Haushaltsartikel,176.6344,Supermarkt_Gr.1
4943,niedrig,0.103442268,Haushaltsartikel,170.8448,Supermarkt_Gr.1
1415,niedrig,0,Milchprodukt,83.825,Supermarkt_Gr.1
886,niedrig,0.168312678,Gefrorenes,45.906,Supermarkt_Gr.1
1156,normal,0.162205516,Backwaren,36.2848,Supermarkt_Gr.2
1594,normal,0.076744561,Snacks,113.4518,Supermarkt_Gr.1
2766,niedrig,0.015591925,Früchte&Gemüse,184.8266,Supermarkt_Gr.1
1491,normal,0.067639698,Backwaren,187.624,Supermarkt_Gr.1
855,niedrig,0.056516756,Getränke,143.4812,Supermarkt_Gr.1
4638,normal,0.140213762,Fisch&Meeresfrüchte,173.7764,Supermarkt_Gr.1
2432,niedrig,0.006075007,Gefrorenes,187.5898,Supermarkt_Gr.1
1944,niedrig,0.022612742,Gefrorenes,97.0068,Supermarkt_Gr.1
2189,niedrig,0.066770664,Gefrorenes,180.5292,Supermarkt_Gr.1
176,niedrig,0.186250852,Backwaren,37.2874,Lebensmittelladen
1077,normal,0.016639482,Gefrorenes,95.8726,Supermarkt_Gr.1
5635,niedrig,0.040599963,Haushaltsartikel,244.0144,Supermarkt_Gr.1
467,niedrig,0.070533748,Alkohol,34.2532,Supermarkt_Gr.2
80,normal,0.01251245,Snacks,38.748,Lebensmittelladen
4577,normal,0.022807826,Früchte&Gemüse,183.495,Supermarkt_Gr.3
827,normal,0.041474232,Gefrorenes,93.0804,Supermarkt_Gr.1
7159,normal,0.055289464,Brote,222.5088,Supermarkt_Gr.3
2599,niedrig,0.083698962,Haushaltsartikel,163.4552,Supermarkt_Gr.2
3765,niedrig,0.076045655,Früchte&Gemüse,96.541,Supermarkt_Gr.1
4068,niedrig,0.116366304,Gesundheitsartikel,158.363,Supermarkt_Gr.3
2079,niedrig,0.053279839,Dosenware,147.7734,Supermarkt_Gr.1
953,niedrig,0.021648305,Haushaltsartikel,35.6874,Supermarkt_Gr.1
1411,normal,0.037060755,Fleisch,176.837,Supermarkt_Gr.2
450,normal,0.224607399,Backwaren,223.1404,Lebensmittelladen
4432,normal,0.142699588,Cerealien,171.7448,Supermarkt_Gr.1
1902,niedrig,0.103726639,Snacks,110.6544,Supermarkt_Gr.1
2291,normal,0.158424516,Früchte&Gemüse,62.4194,Supermarkt_Gr.3
1470,normal,0.08234117,Fleisch,185.7608,Lebensmittelladen
2973,normal,0.087847141,Gefrorenes,156.863,Supermarkt_Gr.1
196,niedrig,0.158562708,Haushaltsartikel,194.711,Lebensmittelladen
1264,normal,0.047458754,Snacks,95.8068,Supermarkt_Gr.2
9678,niedrig,0.015385857,Gefrorenes,208.9928,Supermarkt_Gr.3
457,niedrig,0.047377447,Getränke,150.6682,Lebensmittelladen
1119,niedrig,0.120443298,Früchte&Gemüse,45.406,Supermarkt_Gr.1
1480,niedrig,0.032229348,Gesundheitsartikel,163.2526,Supermarkt_Gr.1
2563,normal,0.127638966,Backwaren,104.5332,Supermarkt_Gr.3
3104,niedrig,0.047473135,Haushaltsartikel,170.5422,Supermarkt_Gr.1
1414,normal,0.149986868,Gefrorenes,158.8288,Supermarkt_Gr.1
1776,niedrig,0.102065622,Haushaltsartikel,254.2698,Lebensmittelladen
176,niedrig,0.114243048,Snacks,174.937,Lebensmittelladen
1404,normal,0.019183756,Gefrorenes,83.7592,Supermarkt_Gr.1
779,niedrig,0.112324552,Snacks,60.622,Supermarkt_Gr.1
73,niedrig,0.068153091,Getränke,36.019,Lebensmittelladen
919,normal,0.071597469,Früchte&Gemüse,60.8536,Supermarkt_Gr.1
3494,normal,0.052473797,Dosenware,83.6224,Supermarkt_Gr.3
1708,normal,0.076914745,Snacks,114.8518,Supermarkt_Gr.1
1743,normal,0.079837509,Früchte&Gemüse,102.1332,Supermarkt_Gr.1
1986,normal,0.024520854,Fleisch,102.8306,Supermarkt_Gr.1
927,niedrig,0.02678995,Dosenware,58.9246,Supermarkt_Gr.2
2780,niedrig,0.024432767,Gesundheitsartikel,116.4492,Supermarkt_Gr.1
2389,normal,0.047220268,Fleisch,181.9608,Supermarkt_Gr.2
3645,normal,0.045534457,Milchprodukt,146.3102,Supermarkt_Gr.1
1870,normal,0,Snacks,156.1972,Supermarkt_Gr.1
1632,niedrig,0.090806457,Haushaltsartikel,86.4882,Supermarkt_Gr.1
3757,normal,0.033813351,Fleisch,198.1426,Supermarkt_Gr.1
2367,niedrig,0.031730739,Haushaltsartikel,261.091,Supermarkt_Gr.1
91,normal,0.102262138,Fleisch,47.1744,Lebensmittelladen
2463,niedrig,0,Gesundheitsartikel,121.973,Supermarkt_Gr.1
1258,niedrig,0.052511611,Gefrorenes,90.783,Supermarkt_Gr.1
5593,normal,0.056713056,Früchte&Gemüse,223.8088,Supermarkt_Gr.3
4926,niedrig,0.053950661,Früchte&Gemüse,182.7292,Supermarkt_Gr.1
2346,normal,0.044192372,Früchte&Gemüse,180.3318,Supermarkt_Gr.1
2328,niedrig,0.046958533,Backwaren,101.3016,Supermarkt_Gr.3
2682,niedrig,0.055829496,Haushaltsartikel,140.2496,Supermarkt_Gr.1
3147,normal,0.13498355,Cerealien,184.4924,Supermarkt_Gr.1
838,niedrig,0,Früchte&Gemüse,49.7692,Supermarkt_Gr.1
2653,niedrig,0.032538896,Fleisch,165.7842,Supermarkt_Gr.1
5830,niedrig,0.005264755,Milchprodukt,264.5884,Supermarkt_Gr.1
839,normal,0.121832956,Backwaren,43.5454,Supermarkt_Gr.1
2906,niedrig,0.037403973,Gefrorenes,192.5478,Supermarkt_Gr.1
4075,normal,0.10400212,Dosenware,79.796,Supermarkt_Gr.3
1776,niedrig,0.054162439,Brote,85.3566,Supermarkt_Gr.1
517,niedrig,0.023876708,Gefrorenes,258.6304,Lebensmittelladen
1947,niedrig,0.065797601,Gefrorenes,147.805,Supermarkt_Gr.1
606,niedrig,0.047857804,Gesundheitsartikel,45.077,Supermarkt_Gr.1
7159,niedrig,0.048703432,Haushaltsartikel,125.9336,Supermarkt_Gr.3
384,niedrig,0.006765149,Haushaltsartikel,41.7112,Supermarkt_Gr.1
634,normal,0.06121988,Fleisch,45.6744,Supermarkt_Gr.1
3197,normal,0,Früchte&Gemüse,227.4694,Supermarkt_Gr.1
336,normal,0.041563696,Gefrorenes,47.6376,Supermarkt_Gr.1
2433,niedrig,0.098457814,Getränke,171.7738,Supermarkt_Gr.1
1444,niedrig,0.108930629,Snacks,160.9578,Supermarkt_Gr.1
3036,niedrig,0.03046847,Cerealien,254.704,Supermarkt_Gr.3
382,niedrig,0.073288275,Alkohol,189.1846,Lebensmittelladen
5543,niedrig,0.097692448,Gesundheitsartikel,242.4196,Supermarkt_Gr.1
1540,niedrig,0.135944247,Früchte&Gemüse,171.5106,Supermarkt_Gr.1
65,normal,0.123089128,Snacks,63.6484,Lebensmittelladen
1230,normal,0.034328578,Gefrorenes,110.1544,Supermarkt_Gr.1
1342,normal,0.089688978,Früchte&Gemüse,225.5088,Lebensmittelladen
2003,normal,0.121709653,Gefrorenes,119.7466,Supermarkt_Gr.1
4171,niedrig,0.020618957,Getränke,153.0656,Supermarkt_Gr.1
723,niedrig,0.163548055,Gesundheitsartikel,239.3196,Lebensmittelladen
109,niedrig,0.178192864,Milchprodukt,54.9956,Lebensmittelladen
1312,normal,0.048625599,Backwaren,129.2626,Supermarkt_Gr.1
176,niedrig,0.170213676,Milchprodukt,89.5856,Lebensmittelladen
7510,niedrig,0.044829295,Snacks,187.4556,Supermarkt_Gr.3
1585,niedrig,0.113387677,Gesundheitsartikel,156.9604,Supermarkt_Gr.3
499,niedrig,0.058168807,Milchprodukt,249.575,Lebensmittelladen
1174,normal,0.016650191,Gefrorenes,97.4726,Supermarkt_Gr.1
650,normal,0.151044881,Fleisch,79.2276,Supermarkt_Gr.1
820,niedrig,0.038948125,Früchte&Gemüse,115.4808,Supermarkt_Gr.1
719,niedrig,0.020688969,Früchte&Gemüse,88.183,Supermarkt_Gr.2
703,niedrig,0.112249781,Gesundheitsartikel,64.3168,Supermarkt_Gr.1
839,niedrig,0.046116319,Gefrorenes,141.818,Supermarkt_Gr.1
2573,niedrig,0.050957715,Dosenware,122.4072,Supermarkt_Gr.2
8418,niedrig,0.053211728,Milchprodukt,177.6002,Supermarkt_Gr.3
671,niedrig,0.011111714,Brote,43.8454,Supermarkt_Gr.1
892,normal,0.077029195,Snacks,177.2344,Lebensmittelladen
5283,niedrig,0.017344679000000002,Früchte&Gemüse,230.801,Supermarkt_Gr.3
1246,niedrig,0.019457372,Getränke,153.9972,Supermarkt_Gr.2
2406,normal,0.012063121,Dosenware,183.5924,Supermarkt_Gr.1
493,niedrig,0.079755214,Gesundheitsartikel,36.6506,Supermarkt_Gr.2
4482,niedrig,0.074830794,Snacks,125.9046,Supermarkt_Gr.3
1134,niedrig,0.044917289,Milchprodukt,88.5198,Supermarkt_Gr.1
57,normal,0.018310142,Snacks,57.7588,Lebensmittelladen
2256,normal,0.041247932,Snacks,101.8332,Supermarkt_Gr.1
2510,normal,0.0204702,Milchprodukt,88.254,Supermarkt_Gr.3
1844,normal,0.161404914,Dosenware,185.8266,Supermarkt_Gr.1
5073,niedrig,0.186067862,Haushaltsartikel,255.4698,Supermarkt_Gr.1
429,niedrig,0.057792343,Früchte&Gemüse,61.4536,Supermarkt_Gr.1
3209,niedrig,0,Alkohol,162.0578,Supermarkt_Gr.1
387,normal,0.061270647,Getränke,53.2614,Supermarkt_Gr.1
3419,normal,0.087823675,Milchprodukt,261.091,Supermarkt_Gr.1
1704,normal,0.05281112,Dosenware,86.6224,Supermarkt_Gr.1
1121,niedrig,0.112495847,Haushaltsartikel,124.4046,Supermarkt_Gr.1
559,normal,0.029100745,Früchte&Gemüse,80.696,Supermarkt_Gr.2
4211,niedrig,0.019546214,Haushaltsartikel,168.1474,Supermarkt_Gr.1
1121,niedrig,0.112549008,Haushaltsartikel,123.1046,Supermarkt_Gr.1
567,niedrig,0,Haushaltsartikel,189.1872,Supermarkt_Gr.1
3505,normal,0.019917598,Gefrorenes,129.431,Supermarkt_Gr.1
3529,niedrig,0.089817198,Dosenware,142.7496,Supermarkt_Gr.1
1342,normal,0.121442754,Snacks,94.9752,Supermarkt_Gr.1
3515,normal,0.069250192,Fleisch,232.9616,Supermarkt_Gr.3
3635,niedrig,0.159193194,Snacks,92.712,Supermarkt_Gr.3
979,niedrig,0,Haushaltsartikel,98.1726,Supermarkt_Gr.3
6064,normal,0.023209537,Milchprodukt,183.3608,Supermarkt_Gr.3
3645,niedrig,0.148372897,Gesundheitsartikel,108.8938,Supermarkt_Gr.1
188,niedrig,0,Dosenware,187.7214,Lebensmittelladen
151,niedrig,0.065689432,Haushaltsartikel,149.7366,Lebensmittelladen
2353,normal,0.061301149,Fleisch,122.1388,Supermarkt_Gr.1
41,niedrig,0.117825569,Haushaltsartikel,43.2796,Lebensmittelladen
5023,normal,0.04152307,Früchte&Gemüse,124.3072,Supermarkt_Gr.1
2796,niedrig,0.024201905,Dosenware,114.915,Supermarkt_Gr.1
6472,normal,0.066269294,Snacks,179.666,Supermarkt_Gr.1
2984,normal,0.01100413,Snacks,167.1842,Supermarkt_Gr.1
385,niedrig,0.250560049,Frühstücksartikel,126.9994,Lebensmittelladen
461,normal,0.099113429,Snacks,52.8666,Supermarkt_Gr.1
2542,normal,0.140008554,Dosenware,108.7228,Supermarkt_Gr.1
2627,niedrig,0.031278532,Haushaltsartikel,176.0054,Supermarkt_Gr.2
1480,normal,0.05373063,Früchte&Gemüse,165.1526,Supermarkt_Gr.1
1678,niedrig,0.025842951,Haushaltsartikel,48.6376,Supermarkt_Gr.3
989,niedrig,0.052555346,Gefrorenes,89.683,Supermarkt_Gr.1
103,niedrig,0.10178199,Gesundheitsartikel,104.699,Lebensmittelladen
2732,niedrig,0.021293097,Getränke,151.9024,Supermarkt_Gr.1
5523,normal,0.124668026,Snacks,261.091,Supermarkt_Gr.3
2138,normal,0.050043472,Früchte&Gemüse,164.6526,Supermarkt_Gr.1
503,niedrig,0.024468806,Haushaltsartikel,41.1454,Supermarkt_Gr.1
4288,niedrig,0.01181025,Haushaltsartikel,154.634,Supermarkt_Gr.1
3963,niedrig,0.027028323,Haushaltsartikel,127.0336,Supermarkt_Gr.1
1870,normal,0.172615327,Snacks,154.5972,Supermarkt_Gr.1
469,normal,0.06871772,Frühstücksartikel,155.563,Lebensmittelladen
1438,niedrig,0.032421521,Backwaren,181.666,Supermarkt_Gr.1
1270,niedrig,0.127983545,Snacks,107.6622,Supermarkt_Gr.1
2218,normal,0.070288365,Snacks,64.3484,Supermarkt_Gr.1
140,niedrig,0.076755106,Gefrorenes,141.618,Lebensmittelladen
1858,niedrig,0.052434201,Snacks,103.999,Supermarkt_Gr.1
180,niedrig,0.053413906,Andere,181.766,Lebensmittelladen
5194,niedrig,0.083019163000000007,Dosenware,180.2002,Supermarkt_Gr.1
378,normal,0.080010553,Gefrorenes,124.2362,Lebensmittelladen
2554,niedrig,0.069403341,Haushaltsartikel,91.2146,Supermarkt_Gr.1
6240,normal,0.025616191,Snacks,188.1872,Supermarkt_Gr.3
3067,niedrig,0.036326064,Milchprodukt,220.1482,Supermarkt_Gr.1
2557,niedrig,0.085434195,Backwaren,105.028,Supermarkt_Gr.1
1594,niedrig,0.010658153,Dosenware,83.0908,Supermarkt_Gr.1
5100,niedrig,0.041994899,Haushaltsartikel,254.7014,Supermarkt_Gr.2
1641,niedrig,0.011556919,Gefrorenes,94.741,Supermarkt_Gr.3
1881,niedrig,0,Haushaltsartikel,74.3354,Supermarkt_Gr.2
791,normal,0.124110349,Snacks,262.3568,Lebensmittelladen
378,normal,0.139244918,Milchprodukt,53.0298,Supermarkt_Gr.2
3328,niedrig,0.032599801,Gefrorenes,238.1906,Supermarkt_Gr.1
4211,normal,0.157075658,Frühstücksartikel,166.6474,Supermarkt_Gr.1
